ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9646448,HX297450,06/10/2014 05:57:00 AM,055XX S HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,0711,007,3,68,11,1171913,1868122,2014,02/10/2018 03:50:01 PM,41.793579386,-87.645142068,"(41.793579386, -87.645142068)"
9648327,HX298938,06/11/2014 11:35:00 AM,013XX S LAWNDALE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),true,false,1011,010,24,29,18,1151923,1893457,2014,02/10/2018 03:50:01 PM,41.86351771,-87.717778727,"(41.86351771, -87.717778727)"
9649960,HX300333,06/12/2014 02:00:00 AM,002XX W 106TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0512,005,34,49,14,1176580,1834318,2014,02/10/2018 03:50:01 PM,41.700713306,-87.62904323,"(41.700713306, -87.62904323)"
9652491,HX302860,06/14/2014 07:00:00 AM,055XX S WOLCOTT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0715,007,15,67,06,1164634,1867867,2014,02/10/2018 03:50:01 PM,41.793036433,-87.671840811,"(41.793036433, -87.671840811)"
9653116,HX303669,06/14/2014 08:30:00 PM,078XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0621,006,17,71,18,1172325,1852947,2014,02/10/2018 03:50:01 PM,41.751928332,-87.644077264,"(41.751928332, -87.644077264)"
9655243,HX305900,06/06/2014 09:00:00 PM,013XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1213,012,27,24,06,1167336,1905474,2014,02/10/2018 03:50:01 PM,41.896176088,-87.660853065,"(41.896176088, -87.660853065)"
9658920,HX308676,04/30/2014 12:00:00 PM,059XX S WINCHESTER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0714,007,15,67,26,1164376,1865193,2014,02/10/2018 03:50:01 PM,41.785704083,-87.672862196,"(41.785704083, -87.672862196)"
9660518,HX309962,06/19/2014 11:05:00 AM,019XX W CERMAK RD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,false,true,1234,012,25,31,26,1163879,1889422,2014,02/10/2018 03:50:01 PM,41.852201665,-87.67400278,"(41.852201665, -87.67400278)"
9661395,HX311163,06/20/2014 09:45:00 AM,029XX W 81ST ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,false,false,0835,008,18,70,11,1158370,1850776,2014,02/10/2018 03:50:01 PM,41.746266165,-87.695275278,"(41.746266165, -87.695275278)"
9661598,HX311363,06/19/2014 10:00:00 PM,054XX W PARKER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,2514,025,30,19,14,1139554,1917749,2014,02/10/2018 03:50:01 PM,41.930412296,-87.762591835,"(41.930412296, -87.762591835)"
9662261,HX312111,06/20/2014 09:05:00 PM,010XX W WILSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1914,019,46,3,18,1168609,1930720,2014,02/10/2018 03:50:01 PM,41.965424881,-87.655444499,"(41.965424881, -87.655444499)"
9662492,HX312299,06/21/2014 12:05:00 AM,062XX S EBERHART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,true,0313,003,20,42,14,1180651,1863811,2014,02/10/2018 03:50:01 PM,41.781553183,-87.613233162,"(41.781553183, -87.613233162)"
9663332,HX313309,06/21/2014 06:00:00 PM,011XX W 63RD ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,true,false,0712,007,16,68,08B,1169586,1863016,2014,02/10/2018 03:50:01 PM,41.779618724,-87.653822953,"(41.779618724, -87.653822953)"
9665953,HX315942,06/23/2014 06:10:00 PM,008XX W WELLINGTON AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,1933,019,44,6,08A,1169981,1920130,2014,02/10/2018 03:50:01 PM,41.936335635,-87.650710119,"(41.936335635, -87.650710119)"
9668727,HX318674,06/25/2014 05:00:00 PM,028XX N BROADWAY,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,1934,019,44,6,06,1171665,1919218,2014,02/10/2018 03:50:01 PM,41.933796108,-87.644548217,"(41.933796108, -87.644548217)"
9669929,HX319701,06/26/2014 01:45:00 PM,020XX W DIVISION ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1212,012,1,24,06,1162494,1907984,2014,02/10/2018 03:50:01 PM,41.903166488,-87.678566378,"(41.903166488, -87.678566378)"
9671660,HX321286,06/27/2014 12:00:00 PM,040XX S SACRAMENTO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0921,009,14,58,07,1157015,1877722,2014,02/10/2018 03:50:01 PM,41.82023734,-87.69951253,"(41.82023734, -87.69951253)"
9671787,HX321423,06/27/2014 05:30:00 PM,046XX W MONTROSE AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1722,017,45,16,06,1144882,1928851,2014,02/10/2018 03:50:01 PM,41.960778173,-87.742731337,"(41.960778173, -87.742731337)"
9672510,HX322368,06/28/2014 11:25:00 AM,021XX N MULLIGAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2512,025,29,19,08A,1133730,1913627,2014,02/10/2018 03:50:01 PM,41.919205432,-87.784091064,"(41.919205432, -87.784091064)"
9677451,HX327648,07/02/2014 02:15:00 AM,034XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,false,1731,017,30,16,14,1148623,1922537,2014,02/10/2018 03:50:01 PM,41.943380483,-87.729141037,"(41.943380483, -87.729141037)"
9678661,HX328361,02/02/2013 03:11:00 PM,035XX W 26TH ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,true,false,1024,010,22,30,10,1153009,1886496,2013,02/10/2018 03:50:01 PM,41.84439447,-87.713976387,"(41.84439447, -87.713976387)"
9679430,HX329399,07/02/2014 11:00:00 PM,049XX N HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2032,020,47,4,14,1161112,1932854,2014,02/10/2018 03:50:01 PM,41.971440128,-87.682949686,"(41.971440128, -87.682949686)"
9680864,HX330945,07/04/2014 12:01:00 AM,015XX N CLAREMONT AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1160461,1910197,2014,02/10/2018 03:50:01 PM,41.909281469,-87.685972654,"(41.909281469, -87.685972654)"
9682359,HX332845,07/05/2014 09:17:00 PM,044XX W WASHINGTON BLVD,2027,NARCOTICS,POSS: CRACK,RESIDENTIAL YARD (FRONT/BACK),true,false,1113,011,28,26,18,1146810,1900126,2014,02/10/2018 03:50:01 PM,41.881917313,-87.736378115,"(41.881917313, -87.736378115)"
9685928,HX336217,06/30/2014 05:30:00 PM,057XX W GROVER ST,0810,THEFT,OVER $500,RESIDENCE,false,true,1622,016,45,11,06,1137159,1932268,2014,02/10/2018 03:50:01 PM,41.970297292,-87.771042997,"(41.970297292, -87.771042997)"
9686699,HX336873,06/25/2014 06:18:00 AM,025XX S WENTWORTH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0914,009,11,34,11,1175343,1887298,2014,02/10/2018 03:50:01 PM,41.846123998,-87.631990638,"(41.846123998, -87.631990638)"
9691157,HX340702,07/10/2014 05:00:00 PM,022XX W 18TH PL,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1234,012,25,31,06,1161716,1891040,2014,02/10/2018 03:50:01 PM,41.856686919,-87.681896547,"(41.856686919, -87.681896547)"
9691268,HX340664,07/10/2014 03:50:00 PM,009XX N ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1213,012,1,24,03,1165552,1906513,2014,02/10/2018 03:50:01 PM,41.899065363,-87.667375699,"(41.899065363, -87.667375699)"
9691360,HX341014,04/11/2014 12:01:00 AM,063XX N SHERIDAN RD,0810,THEFT,OVER $500,APARTMENT,false,false,2433,024,49,77,06,1168478,1942177,2014,02/10/2018 03:50:01 PM,41.996866019,-87.655592844,"(41.996866019, -87.655592844)"
9693705,HX344033,07/12/2014 02:00:00 AM,032XX W DIVERSEY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,1412,014,35,21,03,1154414,1918442,2014,02/10/2018 03:50:01 PM,41.932029517,-87.707965832,"(41.932029517, -87.707965832)"
9697645,HX346926,07/16/2014 01:51:00 AM,027XX S STATE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,0133,001,3,35,26,1176731,1886507,2014,02/10/2018 03:50:01 PM,41.843922218,-87.6269207,"(41.843922218, -87.6269207)"
9698467,HX348407,07/16/2014 09:00:00 PM,037XX W WRIGHTWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2524,025,35,22,07,1151193,1917030,2014,02/10/2018 03:50:01 PM,41.92821873,-87.719839754,"(41.92821873, -87.719839754)"
9699794,HX349683,07/18/2014 02:32:00 AM,066XX S MORGAN ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0724,007,17,68,26,1170788,1860765,2014,02/10/2018 03:50:01 PM,41.773415562,-87.649481902,"(41.773415562, -87.649481902)"
9700971,HX350972,07/18/2014 11:45:00 PM,070XX S CORNELL AVE,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,APARTMENT,false,false,0332,003,5,43,02,1188570,1858586,2014,02/10/2018 03:50:01 PM,41.767029707,-87.584367486,"(41.767029707, -87.584367486)"
9701124,HX351285,07/18/2014 08:00:00 PM,070XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0832,008,15,66,14,1160924,1857920,2014,02/10/2018 03:50:01 PM,41.76581802,-87.685719731,"(41.76581802, -87.685719731)"
9702134,HX352708,07/20/2014 10:00:00 AM,002XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0113,001,42,32,06,1176417,1899156,2014,02/10/2018 03:50:01 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
9702378,HX352980,07/20/2014 12:00:00 PM,036XX S DAMEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0912,009,11,59,26,1163616,1880532,2014,02/10/2018 03:50:01 PM,41.827812121,-87.675218074,"(41.827812121, -87.675218074)"
9706864,HX356829,07/23/2014 11:00:00 AM,076XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0621,006,17,71,26,1172288,1854297,2014,02/10/2018 03:50:01 PM,41.755633717,-87.644173224,"(41.755633717, -87.644173224)"
9707404,HX357217,07/23/2014 03:26:00 PM,058XX S INDIANA AVE,0460,BATTERY,SIMPLE,STREET,true,false,0232,002,20,40,08B,1178595,1866439,2014,02/10/2018 03:50:01 PM,41.788811675,-87.620691021,"(41.788811675, -87.620691021)"
9707534,HX357286,07/22/2014 08:30:00 AM,007XX S WELLS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,0123,001,2,32,14,1174827,1897044,2014,02/10/2018 03:50:01 PM,41.872879259,-87.633592804,"(41.872879259, -87.633592804)"
9707575,HX357230,07/23/2014 09:15:00 AM,077XX S COLFAX AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0421,004,7,43,05,1194865,1854145,2014,02/10/2018 03:50:01 PM,41.754690543,-87.561440265,"(41.754690543, -87.561440265)"
9707889,HX353567,07/21/2014 12:02:00 AM,003XX E 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,false,false,0633,006,6,49,05,1180356,1842062,2014,02/10/2018 03:50:01 PM,41.721878286,-87.614980432,"(41.721878286, -87.614980432)"
9708762,HX358451,07/24/2014 12:20:00 PM,039XX W LEXINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1132,011,24,26,18,1150266,1896408,2014,02/10/2018 03:50:01 PM,41.871648038,-87.723784586,"(41.871648038, -87.723784586)"
9709816,HX359697,07/17/2014 08:00:00 AM,043XX N WHIPPLE ST,0810,THEFT,OVER $500,STREET,false,false,1724,017,33,16,06,1155272,1928587,2014,02/10/2018 03:50:01 PM,41.959850878,-87.704539293,"(41.959850878, -87.704539293)"
9710493,HX360397,07/25/2014 08:48:00 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2422,024,49,1,06,1163126,1950347,2014,02/10/2018 03:50:01 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
9711811,HX361899,07/26/2014 10:30:00 PM,038XX S ARCHER AVE,0810,THEFT,OVER $500,RESTAURANT,true,false,0911,009,12,58,06,1159878,1878917,2014,02/10/2018 03:50:01 PM,41.823458129,-87.688976836,"(41.823458129, -87.688976836)"
9712731,HX363053,07/27/2014 07:09:00 PM,082XX S HOUSTON AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0424,004,7,46,06,1197918,1850985,2014,02/10/2018 03:50:01 PM,41.745943567,-87.55035756,"(41.745943567, -87.55035756)"
9715371,HX337105,07/08/2014 06:55:00 PM,034XX W MADISON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,true,false,1123,011,28,27,18,1153421,1899804,2014,02/10/2018 03:50:01 PM,41.880904958,-87.712111013,"(41.880904958, -87.712111013)"
9717364,HX367351,07/30/2014 09:46:00 PM,053XX W RACE AVE,2026,NARCOTICS,POSS: PCP,STREET,true,false,1523,015,37,25,18,1140761,1903039,2014,02/10/2018 03:50:01 PM,41.890024262,-87.758518592,"(41.890024262, -87.758518592)"
9719097,HX368990,07/31/2014 05:00:00 PM,026XX W DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1423,014,26,24,05,1158553,1907879,2014,02/10/2018 03:50:01 PM,41.902959989,-87.693045364,"(41.902959989, -87.693045364)"
9720534,HX370354,08/02/2014 01:30:00 AM,051XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1142007,1898842,2014,02/10/2018 03:50:01 PM,41.87848418,-87.754046703,"(41.87848418, -87.754046703)"
9724939,HX374901,08/05/2014 11:35:00 AM,025XX E 77TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0421,004,7,43,18,1194645,1854406,2014,02/10/2018 03:50:01 PM,41.75541216,-87.56223791,"(41.75541216, -87.56223791)"
9725941,HX375946,08/06/2014 05:00:00 AM,048XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0933,009,20,61,08A,1166492,1872556,2014,02/10/2018 03:50:01 PM,41.805864167,-87.664894011,"(41.805864167, -87.664894011)"
9726429,HX376170,08/06/2014 09:00:00 AM,049XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0931,009,16,61,14,1163858,1871812,2014,02/10/2018 03:50:01 PM,41.80387835,-87.674575465,"(41.80387835, -87.674575465)"
9728321,HX377831,08/07/2014 01:10:00 PM,021XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0132,001,2,33,14,1178399,1890184,2014,02/10/2018 03:50:01 PM,41.853974346,-87.620687551,"(41.853974346, -87.620687551)"
9732854,HX382944,08/11/2014 11:25:00 AM,012XX N CENTRAL PARK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,2535,025,26,23,18,1152146,1907945,2014,02/10/2018 03:50:01 PM,41.903269913,-87.716577876,"(41.903269913, -87.716577876)"
9733340,HX383446,08/11/2014 04:45:00 PM,003XX S DEARBORN ST,0460,BATTERY,SIMPLE,CTA TRAIN,true,false,0113,001,2,32,08B,1175984,1898865,2014,02/10/2018 03:50:01 PM,41.877850233,-87.629290122,"(41.877850233, -87.629290122)"
9733544,HX383670,08/11/2014 07:12:00 PM,094XX S LAFAYETTE AVE,1661,GAMBLING,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),true,false,0634,006,21,49,19,1177601,1842215,2014,02/10/2018 03:50:01 PM,41.72236078,-87.625066872,"(41.72236078, -87.625066872)"
9734501,HX384599,08/01/2014 12:01:00 AM,048XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1533,015,28,25,05,1144146,1899223,2014,02/10/2018 03:50:01 PM,41.879489805,-87.74618308,"(41.879489805, -87.74618308)"
9735303,HX385423,08/13/2014 07:30:00 AM,035XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE-GARAGE,false,true,0912,009,11,59,08B,1164930,1881213,2014,02/10/2018 03:50:01 PM,41.829653135,-87.670377881,"(41.829653135, -87.670377881)"
9738825,HX388637,08/15/2014 12:25:00 PM,057XX S LAFLIN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,0713,007,16,67,04A,1167315,1866770,2014,02/10/2018 03:50:01 PM,41.789969105,-87.662041276,"(41.789969105, -87.662041276)"
9739123,HX389010,11/01/2013 12:00:00 AM,019XX N KEELER AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,2534,025,30,20,02,1148078,1912554,2013,02/10/2018 03:50:01 PM,41.915996754,-87.731401806,"(41.915996754, -87.731401806)"
9739283,HX388913,08/15/2014 10:30:00 AM,071XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0732,007,6,68,05,1173864,1857537,2014,02/10/2018 03:50:01 PM,41.764489881,-87.63830165,"(41.764489881, -87.63830165)"
9739959,HX388590,08/14/2014 05:00:00 PM,0000X S WABASH AVE,0810,THEFT,OVER $500,OTHER,false,false,0112,001,42,32,06,1176813,1900286,2014,02/10/2018 03:50:01 PM,41.881730836,-87.626203285,"(41.881730836, -87.626203285)"
9740343,HX390611,08/16/2014 10:49:00 PM,014XX E 66TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0321,003,5,42,08B,1186995,1861191,2014,02/10/2018 03:50:01 PM,41.774215543,-87.590057899,"(41.774215543, -87.590057899)"
9740728,HX389939,08/14/2014 07:59:00 AM,043XX N HAZEL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1915,019,46,3,11,1169474,1929163,2014,02/10/2018 03:50:01 PM,41.9611336,-87.652309607,"(41.9611336, -87.652309607)"
9741226,HX391776,08/16/2014 10:00:00 AM,045XX N HERMITAGE AVE,0810,THEFT,OVER $500,STREET,false,false,1912,019,47,3,06,1163977,1930270,2014,02/10/2018 03:50:01 PM,41.96428936,-87.672488036,"(41.96428936, -87.672488036)"
9741255,HX391710,08/17/2014 08:09:00 PM,002XX W HILL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1823,018,27,8,08B,1174400,1907689,2014,02/10/2018 03:50:01 PM,41.902099299,-87.634842377,"(41.902099299, -87.634842377)"
9741963,HX392334,08/14/2014 09:00:00 AM,020XX W 70TH PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0735,007,17,67,05,1164030,1857904,2014,02/10/2018 03:50:01 PM,41.765709377,-87.674335592,"(41.765709377, -87.674335592)"
9742842,HX393186,08/18/2014 07:15:00 PM,008XX S STATE ST,0890,THEFT,FROM BUILDING,OTHER,false,false,0123,001,2,32,06,1176487,1896508,2014,02/10/2018 03:50:01 PM,41.871371147,-87.627514417,"(41.871371147, -87.627514417)"
9742889,HX393307,08/18/2014 10:45:00 PM,020XX W LE MOYNE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1424,014,1,24,03,1162562,1909834,2014,02/10/2018 03:50:01 PM,41.9082416,-87.678264707,"(41.9082416, -87.678264707)"
9743994,HX394043,08/16/2014 08:00:00 PM,060XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0311,003,20,40,06,1179075,1865009,2014,02/04/2016 06:33:39 AM,41.784876685,-87.618974609,"(41.784876685, -87.618974609)"
9745565,HX395383,08/19/2014 09:00:00 PM,041XX N MEADE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1624,016,38,15,26,1134942,1926997,2014,02/10/2018 03:50:01 PM,41.955872793,-87.77932049,"(41.955872793, -87.77932049)"
9748350,HX395126,08/20/2014 10:30:00 AM,043XX S FRANCISCO AVE,5114,NON - CRIMINAL,FOID - REVOCATION,RESIDENCE PORCH/HALLWAY,false,false,0922,009,14,58,26,1157754,1875710,2014,02/10/2018 03:50:01 PM,41.814701167,-87.696856202,"(41.814701167, -87.696856202)"
9750877,HX401152,08/24/2014 08:45:00 PM,056XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0713,007,16,67,08B,1167629,1867279,2014,02/10/2018 03:50:01 PM,41.791359128,-87.660875329,"(41.791359128, -87.660875329)"
9753034,HX403052,08/26/2014 10:53:00 AM,058XX W WELLINGTON AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,2514,025,30,19,18,1137097,1919352,2014,02/10/2018 03:50:01 PM,41.934855628,-87.77158228,"(41.934855628, -87.77158228)"
9758270,HX407867,08/29/2014 09:10:00 PM,078XX S ESSEX AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,true,false,0421,004,7,43,18,1194218,1853528,2014,02/10/2018 03:50:01 PM,41.753013351,-87.563831503,"(41.753013351, -87.563831503)"
9759110,HX409038,08/30/2014 07:15:00 PM,037XX N NEWCASTLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1632,016,36,17,08B,1130066,1924186,2014,02/10/2018 03:50:01 PM,41.948244197,-87.797310762,"(41.948244197, -87.797310762)"
9759899,HX410121,08/29/2014 01:00:00 PM,063XX W ESTES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1621,016,41,12,14,1132980,1946762,2014,02/10/2018 03:50:01 PM,42.010144333,-87.786069119,"(42.010144333, -87.786069119)"
9760115,HX410276,08/31/2014 06:55:00 PM,037XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1133,011,24,27,06,1151691,1896448,2014,02/10/2018 03:50:01 PM,41.871729915,-87.718551756,"(41.871729915, -87.718551756)"
9760418,HX410575,09/01/2014 12:05:00 AM,007XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,false,0723,007,6,68,08B,1172388,1860440,2014,02/10/2018 03:50:01 PM,41.772488662,-87.643626238,"(41.772488662, -87.643626238)"
9760978,HX411304,09/01/2014 01:15:00 PM,072XX S FRANCISCO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0831,008,18,66,08B,1158293,1856460,2014,02/10/2018 03:50:01 PM,41.761865514,-87.695402992,"(41.761865514, -87.695402992)"
9762972,HX413134,09/02/2014 09:30:00 PM,002XX S CICERO AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1533,015,28,25,08B,1144416,1898823,2014,02/10/2018 03:50:01 PM,41.878387083,-87.745201735,"(41.878387083, -87.745201735)"
9766966,HX417267,09/05/2014 10:35:00 PM,009XX W PERSHING RD,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0915,009,11,60,06,1170679,1878984,2014,02/10/2018 03:50:01 PM,41.823412865,-87.649350047,"(41.823412865, -87.649350047)"
9767304,HX417773,09/06/2014 11:50:00 AM,080XX S EVANS AVE,0460,BATTERY,SIMPLE,STREET,true,false,0631,006,6,44,08B,1182622,1851835,2014,02/10/2018 03:50:01 PM,41.748644326,-87.606378164,"(41.748644326, -87.606378164)"
9769364,HX420444,08/30/2014 10:30:00 PM,009XX W WEED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1822,018,32,8,14,1169697,1910457,2014,02/10/2018 03:50:01 PM,41.909798633,-87.652036281,"(41.909798633, -87.652036281)"
9773186,HX423782,09/10/2014 11:23:00 PM,081XX S LANGLEY AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0631,006,6,44,18,1182309,1851260,2014,02/10/2018 03:50:01 PM,41.747073714,-87.607542869,"(41.747073714, -87.607542869)"
9773242,HX423742,06/02/2013 12:01:00 AM,061XX S RHODES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0313,003,20,42,11,1180959,1864365,2013,02/10/2018 03:50:01 PM,41.783066328,-87.612086936,"(41.783066328, -87.612086936)"
9773259,HX423727,09/10/2014 09:50:00 PM,028XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,1031,010,22,30,07,1150170,1884913,2014,02/10/2018 03:50:01 PM,41.840106225,-87.724436322,"(41.840106225, -87.724436322)"
9773541,HX422898,09/10/2014 09:50:00 AM,051XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1533,015,28,25,14,1141954,1899534,2014,02/10/2018 03:50:01 PM,41.880384097,-87.754224166,"(41.880384097, -87.754224166)"
9776664,HX422800,09/09/2014 10:00:00 PM,053XX N CICERO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1621,016,45,12,06,1143380,1935238,2014,02/10/2018 03:50:01 PM,41.978332883,-87.748093115,"(41.978332883, -87.748093115)"
9781427,HX431303,09/16/2014 08:00:00 PM,002XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,false,false,0113,001,42,32,11,1176417,1899156,2014,02/10/2018 03:50:01 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
9782640,HX432011,09/16/2014 01:00:00 PM,131XX S GREEN BAY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0433,004,10,55,06,1200746,1818360,2014,02/10/2018 03:50:01 PM,41.656346602,-87.541095113,"(41.656346602, -87.541095113)"
9784994,HX434220,09/07/2014 06:30:00 AM,070XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0832,008,17,66,14,1161259,1857876,2014,02/10/2018 03:50:01 PM,41.76569035,-87.684493052,"(41.76569035, -87.684493052)"
9785811,HX424585,09/11/2014 04:30:00 PM,042XX W WILCOX ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1115,011,28,26,18,1148058,1898997,2014,02/10/2018 03:50:01 PM,41.878795296,-87.73182449,"(41.878795296, -87.73182449)"
9787139,HX436353,07/30/2014 09:00:00 AM,020XX S BLUE ISLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1235,012,25,31,11,1166638,1890355,2014,02/10/2018 03:50:01 PM,41.854703323,-87.663849798,"(41.854703323, -87.663849798)"
