ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11765611,JC357422,07/20/2019 01:15:00 PM,004XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,false,false,1834,018,42,8,11,1177361,1903270,2019,07/27/2019 04:14:02 PM,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
11766565,JC359411,07/22/2019 11:05:00 AM,105XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0512,005,34,49,14,1177141,1835074,2019,07/29/2019 04:23:20 PM,41.70277527,-87.626966359,"(41.70277527, -87.626966359)"
11767531,JC360581,07/23/2019 02:00:00 AM,008XX E 87TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,false,false,0632,006,8,44,14,1183363,1847142,2019,07/30/2019 04:30:04 PM,41.735749011,-87.603808689,"(41.735749011, -87.603808689)"
11768722,JC361992,07/23/2019 11:52:00 PM,068XX S HARPER AVE,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,false,false,0332,003,5,43,03,1187562,1860015,2019,07/30/2019 04:30:04 PM,41.770975033,-87.588016771,"(41.770975033, -87.588016771)"
11770514,JC364081,07/25/2019 02:25:00 PM,016XX E 95TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0431,004,7,51,06,1188861,1842311,2019,08/01/2019 04:18:50 PM,41.722362598,-87.58382047,"(41.722362598, -87.58382047)"
11771942,JC365778,07/26/2019 03:30:00 PM,008XX S STATE ST,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,false,false,0123,001,4,32,06,1176487,1896508,2019,08/02/2019 04:14:40 PM,41.871371147,-87.627514417,"(41.871371147, -87.627514417)"
11772828,JC367022,07/27/2019 03:30:00 PM,070XX S HARPER AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,RESIDENCE,false,true,0332,003,5,43,17,1187600,1858622,2019,08/03/2019 04:10:00 PM,41.767151617,-87.587921733,"(41.767151617, -87.587921733)"
11772927,JC367118,07/27/2019 03:30:00 PM,091XX S ANTHONY AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0423,004,7,48,08B,1196015,1844804,2019,08/03/2019 04:10:00 PM,41.729029701,-87.557534551,"(41.729029701, -87.557534551)"
11779072,JC374437,07/18/2019 08:00:00 AM,046XX S CHAMPLAIN AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,0221,002,4,38,06,1181377,1874451,2019,08/04/2019 03:59:49 PM,41.810733556,-87.610243377,"(41.810733556, -87.610243377)"
11777558,JC372349,07/31/2019 11:28:00 AM,015XX E 70TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,0332,003,5,43,04B,1187877,1858887,2019,08/09/2019 04:09:21 PM,41.767872208,-87.586897999,"(41.767872208, -87.586897999)"
11780562,JC376050,08/02/2019 10:30:00 PM,102XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0511,005,9,49,14,1176748,1837038,2019,08/09/2019 04:18:38 PM,41.7081736,-87.628346545,"(41.7081736, -87.628346545)"
11780429,JC375949,08/02/2019 09:05:00 PM,091XX S COMMERCIAL AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,0423,004,10,46,06,1197734,1844871,2019,08/09/2019 04:18:38 PM,41.729170867,-87.551235346,"(41.729170867, -87.551235346)"
11781193,JC376798,08/03/2019 12:20:00 PM,048XX N PULASKI RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,false,false,1712,017,39,14,10,1148852,1931927,2019,08/10/2019 04:09:39 PM,41.969142924,-87.72805557,"(41.969142924, -87.72805557)"
11786344,JC382102,08/04/2019 05:00:00 PM,003XX E Randolph St,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,0114,001,42,32,06,1178722,1901251,2019,08/11/2019 04:09:37 PM,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
11781857,JC377625,08/04/2019 02:30:00 AM,076XX S EMERALD AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,true,0621,006,17,71,04B,1172623,1854303,2019,08/11/2019 04:09:37 PM,41.755642812,-87.642945357,"(41.755642812, -87.642945357)"
11788139,JC385109,08/05/2019 03:00:00 PM,067XX S LAFAYETTE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0722,007,6,69,11,1176998,1860153,2019,08/12/2019 04:17:08 PM,41.771598409,-87.626736012,"(41.771598409, -87.626736012)"
11791729,JC389122,07/31/2019 12:00:00 AM,085XX W BRYN MAWR AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,false,false,1614,016,41,76,11,1118305,1936067,2019,08/26/2019 04:06:17 PM,41.981040824,-87.840291518,"(41.981040824, -87.840291518)"
11791953,JC389690,06/19/2019 11:00:00 AM,005XX W HARRISON ST,0810,THEFT,OVER $500,RESTAURANT,false,false,0124,001,25,28,06,1172981,1897582,2019,08/15/2019 04:03:21 PM,41.874396663,-87.640354324,"(41.874396663, -87.640354324)"
11787730,JC384710,08/08/2019 09:35:00 PM,013XX S CLINTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0124,001,11,28,06,1172924,1894302,2019,08/15/2019 04:12:43 PM,41.865397377,-87.640660777,"(41.865397377, -87.640660777)"
11790412,JC387928,08/10/2019 11:30:00 PM,006XX W WELLINGTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1934,019,44,6,06,1171174,1920187,2019,08/17/2019 04:05:51 PM,41.936465895,-87.646324072,"(41.936465895, -87.646324072)"
11798178,JC397280,08/11/2019 04:00:00 PM,017XX N KOSTNER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,2533,025,36,23,11,1146784,1911248,2019,08/21/2019 04:18:43 PM,41.912437783,-87.736189335,"(41.912437783, -87.736189335)"
11798693,JC397809,05/24/2019 10:00:00 AM,037XX W GEORGE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2523,025,30,21,11,1150711,1919019,2019,08/21/2019 04:18:43 PM,41.933686164,-87.721558791,"(41.933686164, -87.721558791)"
11794101,JC392367,08/14/2019 02:45:00 PM,011XX W WAVELAND AVE,0810,THEFT,OVER $500,STREET,false,false,1923,019,44,6,06,1167889,1924722,2019,08/21/2019 04:26:07 PM,41.948981742,-87.658265491,"(41.948981742, -87.658265491)"
11798118,JC397199,08/18/2019 04:00:00 AM,002XX S HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1122,011,28,26,08B,1151106,1898626,2019,08/25/2019 04:16:29 PM,41.877718066,-87.720642462,"(41.877718066, -87.720642462)"
11805235,JC405422,08/22/2019 05:00:00 PM,074XX S CALUMET AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0323,003,6,69,06,1179766,1855701,2019,08/29/2019 04:06:41 PM,41.759318798,-87.616725487,"(41.759318798, -87.616725487)"
11803489,JC403516,08/23/2019 02:56:00 AM,004XX S CLINTON ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,false,false,0121,001,25,28,14,1172799,1898209,2019,08/30/2019 04:05:10 PM,41.876121224,-87.641003973,"(41.876121224, -87.641003973)"
11806097,JC406682,08/24/2019 08:30:00 PM,066XX S WOODLAWN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0321,003,5,42,14,1185355,1861317,2019,08/31/2019 04:06:01 PM,41.774600036,-87.596065796,"(41.774600036, -87.596065796)"
11807176,JC408099,08/26/2019 03:05:00 PM,001XX S CLARK ST,0560,ASSAULT,SIMPLE,OTHER,false,false,0112,001,42,32,08A,1175558,1899605,2019,09/02/2019 04:03:45 PM,41.879890416,-87.630832031,"(41.879890416, -87.630832031)"
11809703,JC411205,08/27/2019 12:00:00 PM,062XX S THROOP ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0713,007,16,67,06,1168696,1863444,2019,09/03/2019 04:22:32 PM,41.780812461,-87.657073463,"(41.780812461, -87.657073463)"
11809488,JC410813,08/28/2019 02:15:00 PM,058XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0712,007,16,68,08B,1170306,1866279,2019,09/04/2019 04:16:54 PM,41.788557135,-87.651088429,"(41.788557135, -87.651088429)"
11813785,JC415828,08/01/2019 04:00:00 PM,077XX S EVANS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0624,006,6,69,11,1182566,1853851,2019,09/04/2019 04:07:44 PM,41.754177742,-87.606520961,"(41.754177742, -87.606520961)"
11810024,JC411366,08/28/2019 03:10:00 PM,110XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,2211,022,19,74,06,1156989,1831196,2019,09/04/2019 04:16:54 PM,41.692563205,-87.70086269,"(41.692563205, -87.70086269)"
11868455,JC481762,10/22/2019 06:00:00 AM,109XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,NURSING HOME/RETIREMENT HOME,false,false,2233,022,34,49,14,1172930,1832289,2019,10/29/2019 03:51:02 PM,41.69522655,-87.642467755,"(41.69522655, -87.642467755)"
11811181,JC412787,08/29/2019 06:00:00 PM,005XX E 68TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,0321,003,20,42,26,1181179,1860052,2019,09/05/2019 04:01:50 PM,41.771225972,-87.6114131,"(41.771225972, -87.6114131)"
11812627,JC414473,08/30/2019 05:00:00 PM,0000X W WACKER DR,0870,THEFT,POCKET-PICKING,RESTAURANT,false,false,0111,001,42,32,06,1175668,1902130,2019,09/06/2019 04:09:04 PM,41.886816689,-87.630352182,"(41.886816689, -87.630352182)"
11813104,JC413719,08/30/2019 10:00:00 AM,054XX N ST LOUIS AVE,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,false,false,1712,017,39,13,10,1152081,1935829,2019,09/06/2019 04:09:04 PM,41.979787038,-87.716079106,"(41.979787038, -87.716079106)"
11811556,JC413158,08/30/2019 09:30:00 AM,011XX W 18TH ST,0890,THEFT,FROM BUILDING,RESTAURANT,true,false,1235,012,25,31,06,1168892,1891563,2019,09/20/2019 03:53:43 PM,41.857969655,-87.655541695,"(41.857969655, -87.655541695)"
11812349,JC414115,08/30/2019 10:35:00 PM,021XX N CICERO AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,true,2522,025,36,19,04A,1144048,1913698,2019,09/06/2019 04:09:04 PM,41.91921267,-87.746179165,"(41.91921267, -87.746179165)"
11816341,JC418994,09/03/2019 06:53:00 PM,003XX S PULASKI RD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1132,011,28,26,18,1149786,1897963,2019,09/10/2019 04:17:45 PM,41.875924475,-87.725506443,"(41.875924475, -87.725506443)"
11819552,JC422800,08/26/2019 05:00:00 PM,035XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0212,002,4,36,06,1181307,1881665,2019,09/11/2019 04:01:49 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
11818251,JC420460,09/04/2019 07:28:00 PM,003XX W EVERGREEN AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,1821,018,2,8,14,1173813,1909346,2019,09/11/2019 04:09:25 PM,41.906659286,-87.63694908,"(41.906659286, -87.63694908)"
11817223,JC419892,09/04/2019 01:30:00 PM,102XX S HALSTED ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,COMMERCIAL / BUSINESS OFFICE,false,false,2232,022,34,73,10,1172786,1836890,2019,09/11/2019 04:09:25 PM,41.707855561,-87.642859926,"(41.707855561, -87.642859926)"
11819454,JC422684,09/06/2019 04:45:00 PM,036XX W 26TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,1013,010,22,30,26,1152610,1886486,2019,09/13/2019 04:16:42 PM,41.844374916,-87.715440925,"(41.844374916, -87.715440925)"
11820793,JC424236,09/07/2019 09:54:00 PM,002XX E 35TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESTAURANT,true,false,0212,002,3,35,15,1178293,1881834,2019,09/14/2019 04:06:17 PM,41.831063762,-87.621330678,"(41.831063762, -87.621330678)"
11822689,JC426417,09/07/2019 12:06:00 PM,030XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0913,009,11,60,06,1171460,1884820,2019,09/14/2019 04:06:17 PM,41.839410287,-87.646313633,"(41.839410287, -87.646313633)"
11821437,JC425011,09/08/2019 03:56:00 PM,019XX W ADDISON ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,1922,019,47,5,08A,1162844,1923919,2019,09/15/2019 04:08:01 PM,41.946885808,-87.676832626,"(41.946885808, -87.676832626)"
11822129,JC425887,09/09/2019 10:29:00 AM,004XX N WABASH AVE,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,true,false,1834,018,42,8,06,1176592,1902931,2019,09/16/2019 04:29:11 PM,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
11824862,JC428835,09/11/2019 12:35:00 PM,051XX S LOOMIS BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0934,009,20,61,15,1167866,1870747,2019,09/18/2019 04:24:45 PM,41.800870633,-87.65990668,"(41.800870633, -87.65990668)"
11824257,JC428413,09/11/2019 06:00:00 AM,088XX S BURLEY AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,0424,004,10,46,08A,1199203,1847014,2019,09/18/2019 04:24:45 PM,41.735014671,-87.545782327,"(41.735014671, -87.545782327)"
11826631,JC431296,09/12/2019 10:00:00 PM,102XX S PROSPECT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2213,022,19,72,07,1167517,1836759,2019,09/19/2019 04:14:07 PM,41.707610393,-87.662158975,"(41.707610393, -87.662158975)"
11828932,JC433933,09/15/2019 03:30:00 AM,016XX W 18TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1234,012,25,31,08B,1165667,1891133,2019,09/22/2019 03:59:36 PM,41.856858946,-87.667391624,"(41.856858946, -87.667391624)"
11831029,JC433911,09/15/2019 02:40:00 AM,022XX W WALNUT ST,0810,THEFT,OVER $500,STREET,false,false,1223,012,27,28,06,1161535,1901638,2019,09/22/2019 03:59:36 PM,41.885772579,-87.682265862,"(41.885772579, -87.682265862)"
11832112,JC437663,09/16/2019 03:40:00 PM,032XX S WABASH AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,false,false,0211,002,3,35,02,1177255,1883620,2019,09/23/2019 04:16:49 PM,41.835988231,-87.625085105,"(41.835988231, -87.625085105)"
11832570,JC438381,09/18/2019 07:32:00 AM,0000X W HURON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1832,018,2,8,06,1175978,1905065,2019,09/25/2019 03:53:23 PM,41.89486351,-87.629125336,"(41.89486351, -87.629125336)"
11833926,JC439871,09/19/2019 11:30:00 AM,017XX W HARRISON ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1231,012,27,28,06,1164672,1897413,2019,09/26/2019 04:25:03 PM,41.874112944,-87.670865933,"(41.874112944, -87.670865933)"
11836196,JC442721,09/21/2019 02:07:00 PM,002XX N COLUMBUS DR,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0114,001,42,32,06,1178302,1901928,2019,09/28/2019 04:01:29 PM,41.886202772,-87.620685715,"(41.886202772, -87.620685715)"
11839107,JC446304,09/24/2019 10:15:00 AM,028XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1022,010,24,29,18,1157394,1894579,2019,10/01/2019 04:20:30 PM,41.866487195,-87.69766448,"(41.866487195, -87.69766448)"
11840902,JC448551,09/25/2019 09:34:00 PM,028XX W ROOSEVELT RD,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,true,false,1022,010,24,29,18,1157730,1894588,2019,10/02/2019 04:23:12 PM,41.866505058,-87.696430742,"(41.866505058, -87.696430742)"
11842743,JC450239,09/25/2019 04:00:00 PM,021XX W 72ND PL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0735,007,17,67,08B,1163406,1856563,2019,10/02/2019 04:23:12 PM,41.76204258,-87.676660291,"(41.76204258, -87.676660291)"
11842093,JC449864,09/26/2019 09:14:00 PM,101XX S WESTERN AVE,0460,BATTERY,SIMPLE,STREET,true,false,2213,022,19,72,08B,1162173,1837356,2019,10/03/2019 04:17:36 PM,41.709361296,-87.681712398,"(41.709361296, -87.681712398)"
11847120,JC455792,09/27/2019 03:00:00 PM,021XX S CANALPORT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,false,false,1235,012,25,31,11,1170364,1889785,2019,10/04/2019 04:08:55 PM,41.853058663,-87.650190508,"(41.853058663, -87.650190508)"
11849561,JC458019,10/02/2012 11:40:00 PM,109XX S RACINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2234,022,34,75,11,,,2012,10/04/2019 04:08:55 PM,,,
11850063,JC458428,09/26/2019 01:40:00 PM,002XX N PARKSIDE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1512,015,29,25,08A,1138552,1901156,2019,10/09/2019 04:16:48 PM,41.88489739,-87.766676821,"(41.88489739, -87.766676821)"
11848715,JC457861,10/02/2019 09:20:00 PM,041XX W 57TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0813,008,13,62,14,1149657,1866481,2019,10/09/2019 04:25:23 PM,41.789536146,-87.72679625,"(41.789536146, -87.72679625)"
11850830,JC460304,10/04/2019 07:40:00 PM,120XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0532,005,9,53,06,1179739,1825247,2019,10/11/2019 04:04:55 PM,41.67574971,-87.617752105,"(41.67574971, -87.617752105)"
11568453,JB561678,12/20/2018 06:35:57 PM,079XX W BELMONT AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,1631,016,38,17,18,,,2018,10/12/2019 04:05:42 PM,,,
11852504,JC461215,10/05/2019 03:40:00 PM,069XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0734,007,17,67,08B,1167534,1858685,2019,10/12/2019 04:05:42 PM,41.767778157,-87.661469886,"(41.767778157, -87.661469886)"
11851577,JC461281,10/05/2019 05:00:00 PM,032XX W MADISON ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1124,011,28,27,04B,1154889,1899837,2019,10/12/2019 04:05:42 PM,41.880966228,-87.706719713,"(41.880966228, -87.706719713)"
11854246,JC464747,10/07/2019 04:30:00 PM,052XX N WINTHROP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,2023,020,48,77,14,1167925,1934965,2019,10/14/2019 04:14:03 PM,41.977088115,-87.657836337,"(41.977088115, -87.657836337)"
11858127,JC469449,10/11/2019 10:35:00 PM,081XX S BENNETT AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0414,004,8,46,26,1190282,1851318,2019,10/18/2019 04:11:17 PM,41.747044611,-87.578326212,"(41.747044611, -87.578326212)"
11860122,JC471908,10/14/2019 07:42:00 AM,016XX N WELLS ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1814,018,2,7,06,1174407,1911058,2019,10/21/2019 04:19:28 PM,41.911343842,-87.63471588,"(41.911343842, -87.63471588)"
11876182,JC491205,10/28/2018 09:00:00 AM,055XX S HERMITAGE AVE,1245,DECEPTIVE PRACTICE,PAY TV SERVICE OFFENSES,RESIDENCE,false,false,0715,007,15,67,11,,,2018,10/30/2019 03:56:31 PM,,,
11869328,JC477546,10/18/2019 03:45:00 PM,078XX S COLES AVE,0820,THEFT,$500 AND UNDER,STREET,false,true,0421,004,7,46,06,1197782,1853373,2019,10/25/2019 03:56:45 PM,41.752499806,-87.550776298,"(41.752499806, -87.550776298)"
11864620,JC477085,10/18/2019 03:00:00 AM,030XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1124,011,28,27,07,1156332,1899869,2019,10/25/2019 03:56:45 PM,41.881025006,-87.701420232,"(41.881025006, -87.701420232)"
11866257,JC479129,10/19/2019 10:37:00 PM,005XX E 71ST ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,0322,003,6,69,26,1181290,1858070,2019,10/26/2019 03:50:31 PM,41.765784606,-87.611067227,"(41.765784606, -87.611067227)"
11866631,JC479523,10/20/2019 10:29:00 AM,045XX W WASHINGTON BLVD,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,1113,011,28,26,05,1146156,1900112,2019,10/27/2019 03:51:46 PM,41.881891354,-87.738779975,"(41.881891354, -87.738779975)"
11868713,JC482096,10/21/2019 10:00:00 AM,040XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0921,009,12,58,08B,1158357,1877877,2019,10/28/2019 04:00:06 PM,41.820635408,-87.694585218,"(41.820635408, -87.694585218)"
11880378,JC496482,11/03/2019 12:42:00 AM,004XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1831,018,42,8,08B,1175463,1903198,2019,11/10/2019 03:57:53 PM,41.889751946,-87.631072891,"(41.889751946, -87.631072891)"
11881353,JC497674,11/04/2019 12:00:00 AM,022XX N KEDZIE BLVD,0810,THEFT,OVER $500,APARTMENT,false,false,1413,014,32,22,06,1154667,1914808,2019,11/11/2019 03:58:10 PM,41.922052466,-87.707133617,"(41.922052466, -87.707133617)"
11886117,JC503188,10/18/2019 12:00:00 AM,089XX S OGLESBY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0413,004,7,48,11,1193391,1846124,2019,11/13/2019 03:51:17 PM,41.732716398,-87.567103668,"(41.732716398, -87.567103668)"
11884153,JC501110,11/06/2019 05:30:00 PM,104XX S EWING AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0432,004,10,52,18,1202168,1836254,2019,11/13/2019 03:55:31 PM,41.705413452,-87.535285497,"(41.705413452, -87.535285497)"
11886580,JC502734,11/07/2019 05:15:00 PM,082XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0834,008,18,70,14,1156150,1849729,2019,11/14/2019 04:02:47 PM,41.743437911,-87.703438014,"(41.743437911, -87.703438014)"
11886221,JC503514,11/07/2019 04:15:00 PM,050XX W QUINCY ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1533,015,28,25,06,1142913,1898534,2019,11/14/2019 04:02:47 PM,41.877622161,-87.750727697,"(41.877622161, -87.750727697)"
11885933,JC503072,11/08/2019 12:30:00 PM,079XX S DOBSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0624,006,8,44,08B,1184603,1852509,2019,11/15/2019 04:01:11 PM,41.750447693,-87.599098076,"(41.750447693, -87.599098076)"
11946675,JD109762,01/09/2020 01:15:00 PM,039XX W PETERSON AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,"SCHOOL, PUBLIC, BUILDING",false,false,1711,017,39,13,24,1149131,1939588,2020,01/16/2020 03:49:10 PM,41.990159786,-87.726830225,"(41.990159786, -87.726830225)"
11887930,JC505846,11/10/2019 07:35:00 PM,050XX W GLADYS AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1533,015,29,25,08A,1142901,1897872,2019,11/17/2019 03:53:23 PM,41.875805774,-87.750788256,"(41.875805774, -87.750788256)"
11763346,JC349584,07/15/2019 11:25:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,1154228,1895173,2019,11/19/2019 03:53:49 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
11890829,JC509632,11/13/2019 10:16:00 PM,006XX N LOTUS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1524,015,37,25,18,1139807,1903654,2019,11/20/2019 03:58:14 PM,41.891729381,-87.762007121,"(41.891729381, -87.762007121)"
10490351,HZ231241,04/14/2016 08:00:00 AM,029XX W 87TH ST,0890,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,false,false,0835,008,18,70,06,1158265,1846779,2016,02/10/2018 03:50:01 PM,41.735299884,-87.695768531,"(41.735299884, -87.695768531)"
11892755,JC512139,11/15/2019 08:00:00 PM,013XX W RANDOLPH ST,0810,THEFT,OVER $500,STREET,false,false,1224,012,27,28,06,1167662,1901071,2019,11/22/2019 03:52:54 PM,41.884086926,-87.659782676,"(41.884086926, -87.659782676)"
11894538,JC514375,11/17/2019 01:00:00 PM,004XX E 65TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0312,003,20,42,14,1180238,1862009,2019,11/24/2019 03:56:00 PM,41.7766178,-87.614802505,"(41.7766178, -87.614802505)"
11895341,JC515263,11/18/2019 02:25:00 PM,068XX S LOOMIS BLVD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SMALL RETAIL STORE,true,false,0724,007,17,67,24,1168179,1859299,2019,11/25/2019 03:55:20 PM,41.769449202,-87.659088027,"(41.769449202, -87.659088027)"
11898665,JC519298,11/21/2019 03:40:00 PM,021XX W SHAKESPEARE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1432,014,32,22,03,1161836,1914386,2019,11/28/2019 03:54:57 PM,41.920747794,-87.680804438,"(41.920747794, -87.680804438)"
11898649,JC519440,11/21/2019 05:00:00 PM,033XX S HAMILTON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0912,009,12,59,14,1162561,1882491,2019,11/28/2019 03:54:57 PM,41.833209946,-87.679034009,"(41.833209946, -87.679034009)"
11899236,JC520019,11/22/2019 08:45:00 AM,019XX S KEDZIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,true,false,1022,010,24,29,18,1155333,1890362,2019,11/29/2019 03:50:08 PM,41.854956912,-87.705343887,"(41.854956912, -87.705343887)"
11900076,JC520985,11/22/2019 10:20:00 PM,080XX S RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0835,008,18,70,08B,1158111,1851098,2019,11/29/2019 03:50:08 PM,41.747155051,-87.696215583,"(41.747155051, -87.696215583)"
